,City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
778,17,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,23,315,False,2010 Ford Mustang GT Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Automatic,85,2010
779,16,Manual transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,24,315,False,2010 Ford Mustang GT Premium Convertible,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Manual,85,2010
780,17,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,23,315,False,2010 Ford Mustang GT Premium Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Automatic,85,2010
781,12,Manual transmission,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,228,20,525,False,2010 Audi R8 Coupe 5.2,83,Audi,2010 Audi R8 Coupe,6,391,6 Speed Manual,138,2010
782,12,Manual transmission,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,Gasoline,228,19,420,False,2010 Audi R8 Coupe 4.2,79,Audi,2010 Audi R8 Coupe,6,317,6 Speed Manual,112,2010
783,18,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,224,25,271,False,2012 Kia Sedona LX,10,Kia,2012 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2012
784,18,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,239,25,271,False,2012 Kia Sedona EX,10,Kia,2012 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2012
785,15,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,127,23,550,False,2012 Ford Mustang Shelby GT500 Convertible,172,Ford,2012 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2012
786,15,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,119,23,550,False,2012 Ford Mustang Shelby GT500 Coupe,172,Ford,2012 Ford Mustang Shelby GT500 Coupe,6,510,6 Speed Manual,85,2012
787,15,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,139,23,550,False,2011 Ford Mustang Shelby GT500 Convertible,172,Ford,2011 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2011
788,15,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,104,23,550,False,2011 Ford Shelby GT500 Coupe,172,Ford,2011 Ford Shelby GT500 Coupe,6,510,6 Speed Manual,85,2011
789,15,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,104,23,550,False,2010 Ford Mustang Shelby GT500 Coupe,172,Ford,2010 Ford Mustang Shelby GT500 Coupe,6,510,6 Speed Manual,85,2010
790,14,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,139,22,550,False,2010 Ford Mustang Shelby GT500 Convertible,172,Ford,2010 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2010
791,18,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,24,25,271,False,2011 Kia Sedona LX,10,Kia,2011 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2011
792,18,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,36,25,271,False,2011 Kia Sedona EX,10,Kia,2011 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2011
793,17,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,244,False,2010 Kia Sedona,202,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
794,17,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,244,False,2010 Kia Sedona LX,10,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
795,17,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,244,False,2010 Kia Sedona EX,10,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
796,11,Manual transmission,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,Gasoline,220,20,420,False,2011 Audi R8 Spyder 4.2,79,Audi,2011 Audi R8 Spyder,6,317,6 Speed Manual,113,2011
797,21,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,188,31,200,False,2010 Volkswagen GTI 4-Door,115,Volkswagen,2010 Volkswagen GTI 4-Door,6,207,6 Speed Manual,242,2010
798,12,Manual transmission,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,220,19,525,False,2011 Audi R8 Spyder 5.2,83,Audi,2011 Audi R8 Spyder,6,391,6 Speed Manual,113,2011
799,20,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,175,False,2012 Kia Sorento,63,Kia,2012 Kia Sorento,6,169,6 Speed Manual,92,2012
800,21,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,29,175,False,2012 Kia Sorento LX,63,Kia,2012 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2012
801,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,175,False,2012 Kia Sorento LX AWD,63,Kia,2012 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2012
802,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,26,276,False,2012 Kia Sorento LX V6,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
803,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,24,276,False,2012 Kia Sorento LX V6 AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
804,22,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs,Gasoline,173,32,191,False,2012 Kia Sorento EX,63,Kia,2012 Kia Sorento,6,181,6 Speed Automatic Select Shift,92,2012
805,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs,Gasoline,173,28,191,False,2012 Kia Sorento EX AWD,63,Kia,2012 Kia Sorento,6,181,6 Speed Automatic Select Shift,92,2012
806,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,26,276,False,2012 Kia Sorento EX V6,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
807,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,24,276,False,2012 Kia Sorento EX V6 AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
808,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,163,26,276,False,2012 Kia Sorento SX,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
809,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,163,24,276,False,2012 Kia Sorento SX AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
810,18,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,126,27,333,False,2012 Audi S4 Sedan 3.0,109,Audi,2012 Audi S4 Sedan,6,325,6 Speed Manual,248,2012
811,17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 1LS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
812,18,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 1LS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
813,17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 1LT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
814,18,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 1LT AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
815,17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 2LT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
816,18,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,304,False,2010 Chevrolet Camaro Coupe 2LT AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
817,16,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,24,426,False,2010 Chevrolet Camaro Coupe 1SS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Manual,125,2010
818,16,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,25,426,False,2010 Chevrolet Camaro Coupe 1SS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Automatic,125,2010
819,16,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,24,426,False,2010 Chevrolet Camaro Coupe 2SS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Manual,125,2010
820,16,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,25,426,False,2010 Chevrolet Camaro Coupe 2SS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Automatic,125,2010
821,18,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,147,27,333,False,2011 Audi S4 Sedan 3.0,95,Audi,2011 Audi S4 Sedan,6,325,6 Speed Manual,214,2011
822,20,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,175,False,2011 Kia Sorento,63,Kia,2011 Kia Sorento,6,169,6 Speed Manual,92,2011
823,21,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,29,175,False,2011 Kia Sorento LX,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
824,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,175,False,2011 Kia Sorento LX AWD,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
825,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,26,276,False,2011 Kia Sorento LX V6,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
826,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,24,276,False,2011 Kia Sorento LX V6 AWD,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
827,21,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,208,29,175,False,2011 Kia Sorento EX,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
828,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,208,27,175,False,2011 Kia Sorento EX AWD,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
829,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,26,276,False,2011 Kia Sorento EX V6,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
830,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,24,276,False,2011 Kia Sorento EX V6 AWD,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
831,20,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,198,26,276,False,2011 Kia Sorento SX,52,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
832,18,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,198,24,276,False,2011 Kia Sorento SX AWD,52,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
833,21,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,29,176,False,2012 Kia Sportage,87,Kia,2012 Kia Sportage,6,168,6 Speed Manual,62,2012
834,22,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,32,176,False,2012 Kia Sportage LX,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
835,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,176,False,2012 Kia Sportage LX AWD,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
836,22,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,32,176,False,2012 Kia Sportage EX,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
837,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,176,False,2012 Kia Sportage EX AWD,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
838,22,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,Gasoline,99,29,260,False,2012 Kia Sportage SX,98,Kia,2012 Kia Sportage,6,269,6 Speed Automatic Select Shift,62,2012
839,21,Automatic transmission,All-wheel drive,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,Gasoline,99,26,260,False,2012 Kia Sportage SX AWD,98,Kia,2012 Kia Sportage,6,269,6 Speed Automatic Select Shift,62,2012
840,30,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Diesel fuel,200,41,140,False,2010 Volkswagen Golf 2.0L 2-Door TDI,105,Volkswagen,2010 Volkswagen Golf 2-Door,6,236,6 Speed Manual,249,2010
841,22,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,200,30,170,False,2010 Volkswagen Golf 2-Door,105,Volkswagen,2010 Volkswagen Golf 2-Door,5,177,5 Speed Manual,249,2010
842,23,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,200,30,170,False,2010 Volkswagen Golf 2-Door AT,105,Volkswagen,2010 Volkswagen Golf 2-Door,6,177,6 Speed Automatic,249,2010
843,21,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,29,176,False,2011 Kia Sportage,87,Kia,2011 Kia Sportage,6,168,6 Speed Manual,62,2011
844,22,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,31,176,False,2011 Kia Sportage LX,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
845,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,176,False,2011 Kia Sportage LX AWD,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
846,22,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,31,176,False,2011 Kia Sportage EX,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
847,21,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,176,False,2011 Kia Sportage EX AWD,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
848,22,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo,Gasoline,99,27,260,False,2011 Kia Sportage SX,98,Kia,2011 Kia Sportage,6,264,6 Speed Automatic Select Shift,62,2011
849,21,Automatic transmission,All-wheel drive,Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo,Gasoline,99,25,260,False,2011 Kia Sportage SX AWD,98,Kia,2011 Kia Sportage,6,264,6 Speed Automatic Select Shift,62,2011
850,18,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,126,27,333,False,2010 Audi S4 Sedan 3.0,109,Audi,2010 Audi S4 Sedan,6,325,6 Speed Manual,34,2010
851,20,Manual transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,25,140,False,2010 Kia Sportage LX,255,Kia,2010 Kia Sportage,5,136,5 Speed Manual,8,2010
852,20,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,25,140,False,2010 Kia Sportage LX AT,255,Kia,2010 Kia Sportage,4,136,4 Speed Automatic Select Shift,8,2010
853,19,Manual transmission,Four-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,24,140,False,2010 Kia Sportage LX 4WD,255,Kia,2010 Kia Sportage,5,136,5 Speed Manual,8,2010
854,18,Automatic transmission,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,173,False,2010 Kia Sportage LX V6,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
855,18,Automatic transmission,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,173,False,2010 Kia Sportage LX V6 4WD,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
856,18,Automatic transmission,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,173,False,2010 Kia Sportage EX,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
857,18,Automatic transmission,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,173,False,2010 Kia Sportage EX 4WD,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
858,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic DX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
859,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,140,False,2010 Honda Civic DX Sedan AT,105,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,214,2010
860,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic DX-VP Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
861,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,140,False,2010 Honda Civic DX-VP Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
862,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic LX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
863,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,140,False,2010 Honda Civic LX Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
864,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic LX-S Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
865,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,140,False,2010 Honda Civic LX-S Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
866,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic EX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
867,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,140,False,2010 Honda Civic EX Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
868,26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,140,False,2010 Honda Civic EX-L Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
869,25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,140,False,2010 Honda Civic EX-L Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
870,21,Manual transmission,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,Gasoline,155,29,197,False,2010 Honda Civic Si Sedan,151,Honda,2010 Honda Civic Sedan,6,139,6 Speed Manual,216,2010
871,24,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 113 hp 109 ft-lbs CNG,Compressed natural gas,155,36,113,False,2010 Honda Civic GX Sedan,151,Honda,2010 Honda Civic Sedan,5,109,5 Speed Automatic,216,2010
872,15,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,41,22,266,False,2011 Nissan Pathfinder SV,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
873,15,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,41,22,266,False,2011 Nissan Pathfinder Silver Edition,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
874,14,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,266,False,2011 Nissan Pathfinder Silver Edition 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
875,14,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,266,False,2011 Nissan Pathfinder SV 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
876,15,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,36,22,266,False,2011 Nissan Pathfinder S,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic,57,2011
877,14,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,266,False,2011 Nissan Pathfinder S 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic,57,2011
878,15,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,41,22,266,False,2011 Nissan Pathfinder LE,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
879,13,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,Gasoline,54,18,310,False,2011 Nissan Pathfinder LE 4x4 V8,20,Nissan,2011 Nissan Pathfinder,5,388,5 Speed Automatic Select Shift,57,2011
880,14,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,266,False,2011 Nissan Pathfinder LE 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
881,20,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,188,28,175,False,2011 Hyundai Santa Fe GLS AT,68,Hyundai,2011 Hyundai Santa Fe,6,169,6 Speed Automatic Select Shift,97,2011
882,20,Automatic transmission,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,188,26,276,False,2011 Hyundai Santa Fe SE AWD,68,Hyundai,2011 Hyundai Santa Fe,6,248,6 Speed Automatic Select Shift,97,2011
883,20,Automatic transmission,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,188,26,276,False,2011 Hyundai Santa Fe Limited 3.5 AWD,68,Hyundai,2011 Hyundai Santa Fe,6,248,6 Speed Automatic Select Shift,97,2011
884,20,Automatic transmission,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,188,26,276,False,2011 Hyundai Santa Fe SE,68,Hyundai,2011 Hyundai Santa Fe,6,248,6 Speed Automatic Select Shift,97,2011
